1	2	3	4	5	6	7	8	9	10	11	12	13	14	15	16	17	18	19	20	21	22	23	24	25	26	27	28	29	30
CRC1078_vivoMA	0	0	0.0229258068227878	0.167048066134783	0	0	0	0.468141398814618	0.00416202614976754	0	0	0	0.0159506848350378	0	0	0.000703274062965372	0	0.291030375813965	0	0	0	0	0	0	0	0	0	0.0300383673660752	0	0
CRC1307_vivoMA	0	0.0147281615000312	0.145816180249831	0.0767513912370987	0	0.0179384520473385	0.0145371919186053	0.297434995942831	0.100602111651862	0	0.0192794592261017	0.051449483853614	0.0252964327298315	0	0	0.0756132252667113	0	0.0841074103879555	0	0	0	0	0	0	0	0	0	0.0262215282760451	0.049093692331036	0.00113028338110699
CRC1502_vivoMA	0	0.00157893648635492	0.0175265008398082	0.0887485940444285	0	0	0	0.548751776837358	0.0369369555448892	0.0176701249290707	0	0	0.0240104740746149	0	0	0	0	0.194509631373813	0	0	0	0	0	0	0	0	0.00293384984660795	0.0179068106566029	0.0494263453664518	0
CRC1599LM_vivoMA	0	0.014771416512737	0.0123536835564247	0.168061570754973	0	0	0	0.309569861658425	0.0233893767867217	0.00362032317699315	0	0	0.0330254069439644	0.0399579171149134	0	0	0	0.301465526530205	0	0.0449958693711906	0	0	0	0	0	0	0	0.0116341861703861	0.0371548614230656	0
CRC0327_bulk	0.172007972514331	0.0167889542471612	0.114928717861251	0	0.0352976740592829	0	0.00258447142504223	0.258169996623112	0.20054954592653	0.0119645432490499	0.000206916984287181	0.0220392110316596	0.0370031019983864	0	0.0173158098877104	0.0734047756372646	0	0.0170571991432916	0	0	0	0	0	0	0.00611253340088552	0	0.00821506724246013	0	0.00635350876829386	0
CRC1078_bulk	0.149074224559189	0.00386557998086142	0.112073026576179	0	0	0	0	0.270987092476562	0.125997802622945	0.0105314181348276	0.00478936101081074	0.00183905124113563	0.0234505155726375	0.0019922533093067	0.0290553578113253	0.0744507186511746	0.127026961230135	0.0063000147299179	0	0	0	0	0	0	0.0376994139991978	0	0.00570428843747784	0	0.0151629196563179	0
CRC1307_bulk	0.140256454725715	0	0.0819192136495225	0	0	0	0	0.260948454352522	0.138443702328492	0.00444182935601026	0.00013030179388812	0	0.0257295721586296	0.00559549885893461	0.0314622137299761	0.00640490071123449	0.260449407604448	0	0	0	0	0.000100883643152158	0	0.00554887517576532	0.035108750126838	0	0.00345994178487151	0	0	0
CRC1502_bulk	0.188144894198295	0.00560796832285427	0.238990728428277	0	0	0	0	0.0828995424931246	0.335776893223945	0	0	0	0.0512654142843441	0	0.00354993420258261	0.080978638487812	0	0	0	0	0	0	0	0	0.00803533193316647	0	0.00259821173529055	0.00215244269030854	0	0
CRC0282_bulk	0.13852419223435	0	0	0	0	0.349762019655169	0	0.034653046562913	0.163669222473208	0	0	0.172157744898027	0	0.0363665279992823	0.000132167328068051	0	0.0195971897957843	0	0	0	0	0	0	0	0.0548524105994429	0	0	0.0302854784537558	0	0
CRC0441_bulk	0.174346545082599	0	0	0	0	0	0	0.313492933026954	0.136873082978308	0.00379532573986181	0	0	0.0276529613778338	0.0204154189444834	0.00769129612938105	0	0.259278206684384	0.0534290572536478	0	0	0	0	0	0	0	0	0.00302517278254687	0	0	0
CRC1599LM_bulk	0.196428142860083	0.0166065009262908	0.105534098601826	0	0	0	0	0.240492863650408	0.213442144221586	0.0109160768434739	0	0.0342486834405538	0.0502186995709629	0	0.00833133756097447	0.0273868226793091	0	0.0595968098073215	0	0	0	0	0	0	0	0	0.0135063006172764	0.00682745103547807	0.016464068184457	0
CRC1599PR_bulk	0.233293024449603	0.0111031858542698	0.119667723317355	0	0	0	0.000606195685378956	0.20172380553934	0.212711991895498	0.0139162035660393	0.0036789886983555	0.0237980766676676	0.0423153922151139	0	0.0235345096141277	0.0557279978722699	0	0.00171513752177628	0	0	0	0	0	0	0.0274187347536584	0	0.0024679011505957	0.0263211311989498	0	0
