r	intercept	slope	subcl	all
CRC1240PRX0B01001TUMD08000V2.fit.0.05_0.15.r2:1	0.795240001228753	0.383629962582939	NA	4	389
CRC1251LMX0A02001TUMD08000V2.fit.0.05_0.15.r2:1	0.967658853719302	3.14146265613056	NA	26	297
CRC1251PRX0A01001TUMD08000V2.fit.0.05_0.15.r2:1	0.995050647667171	3.82366937966197	NA	44	346
CRC1331LMX0A02005TUMD03000V2.fit.0.05_0.15.r2:1	0.994352065281164	5.67089312751512	NA	73	394
CRC1331PRX0A01001TUMD05000V2.fit.0.05_0.15.r2:1	0.966741806564544	6.21001068887839	NA	62	323
CRC1387LMX0A02001TUMD03000V2.fit.0.05_0.15.r2:1	0.994280858480946	1.57042049833518	NA	19	331
CRC1387PRX0B01001TUMD05000V2.fit.0.05_0.15.r2:1	0.990090985618369	1.88362983708631	NA	24	398
CRC1473LMX0B02002TUMD03000V2.fit.0.05_0.15.r2:1	0.95135966245298	1.77043794798371	NA	21	390
CRC1473PRX0B01001TUMD03000V2.fit.0.05_0.15.r2:1	0.995351806435652	2.78221431618183	NA	36	275
CRC1486LMX0B02002TUMD03000V2.fit.0.05_0.15.r2:1	0.921259510347003	4.29516618257845	NA	38	355
CRC1486PRX0A01001TUMD03000V2.fit.0.05_0.15.r2:1	0.951530748998014	0.844664222201887	NA	7	272
CRC1599LMX0A02001TUMD03000V2.fit.0.05_0.15.r2:1	0.993376824329517	5.51000666007502	NA	61	345
CRC1599PRX0A02002TUMD03000V2.fit.0.05_0.15.r2:1	0.984016212461402	1.87735838713544	NA	24	261
CRC1624LMX0B02001TUMD03000V2.fit.0.05_0.15.r2:1	0.984793622121571	11.4540642925756	NA	116	607
CRC1624PRX0B02001TUMD03000V2.fit.0.05_0.15.r2:1	0.97126165380577	2.11620589578482	NA	23	443
CRC1673LMX0B02004TUMD03000V2.fit.0.05_0.15.r2:1	0.808923264879317	0.334643996250309	NA	3	38
CRC1673PRX0B02001TUMD03000V2.fit.0.05_0.15.r2:1	0.957184550020336	4.01304793102569	NA	42	482
CRC1824LMX0A02001TUMD03000V2.fit.0.05_0.15.r2:1	0.953050465555969	4.5692184417835	NA	52	467
CRC1824PRX0A02003TUMD03000V2.fit.0.05_0.15.r2:1	0.945948879543855	3.52083378556207	NA	30	476
CRC2790LMX0A02001TUMD03000V2.fit.0.05_0.15.r2:1	0.96141585080416	3.48341783627618	NA	41	323
CRC2790PRX0A02001TUMD03000V2.fit.0.05_0.15.r2:1	0.984408986218987	2.09611790828268	NA	28	314
CRC0053LMX0A02204TUMD07000V2.fit.0.05_0.2.r2:1	0.986773671502159	2.08257247997436	NA	26	206
CRC0053PRX0A01201TUMD05000V2.fit.0.05_0.2.r2:1	0.987577573319501	1.19742865965391	NA	17	213
CRC0065LMX0B02205TUMD02000V2.fit.0.05_0.2.r2:1	0.662001659945866	12.7263384214162	NA	87	481
CRC0065PRX0A01201TUMD03000V2.fit.0.05_0.2.r2:1	0.937740352932928	6.92095956046196	NA	87	394
CRC0071LMX0A02204TUMD09000V2.fit.0.05_0.2.r2:1	0.978064506556251	2.68806737652543	NA	32	266
CRC0071PRX0A01201TUMD06000V2.fit.0.05_0.2.r2:1	0.95272089226321	2.67550104132503	NA	28	241
CRC0094LMX0A02201TUMD05000V2.fit.0.05_0.2.r2:1	0.990866968505478	6.35527323938942	NA	79	370
CRC0094PRX0A01201TUMD06000V2.fit.0.05_0.2.r2:1	0.75080263873816	1.87830489457071	NA	15	203
CRC0333LMX0A02204TUMD07000V2.fit.0.05_0.2.r2:1	0.993811910225965	4.11102584178083	NA	55	373
CRC0333PRX0A01201TUMD07000V2.fit.0.05_0.2.r2:1	0.984471842372718	1.69269591496477	NA	23	313
CRC0440LMX0A02001TUMD08000V2.fit.0.05_0.2.r2:1	0.821517400179552	3.23554387436415	NA	34	369
CRC0440PRX0A01001TUMD12000V2.fit.0.05_0.2.r2:1	0.92375832244102	0.532066907138914	NA	6	57
CRC0449LMX0A01001TUMD08000V2.fit.0.05_0.2.r2:1	0.941750504229458	1.21040945745497	NA	12	198
CRC0449PRX0A01001TUMD11000V2.fit.0.05_0.2.r2:1	0.997654650790958	3.71650625287371	NA	47	274
CRC0468LMX0B02004TUMD07000V2.fit.0.05_0.2.r2:1	0.992440770811764	0.575310086121634	NA	7	237
CRC0468PRX0B01001TUMD08000V2.fit.0.05_0.2.r2:1	0.97167951616542	1.90744335167444	NA	24	272
CRC0481LMX0A02001TUMD08000V2.fit.0.05_0.2.r2:1	0.906682853527412	2.52200404583698	NA	27	186
CRC0481PRX0A01001TUMD08000V2.fit.0.05_0.2.r2:1	0.980856308236992	2.91556381928706	NA	39	192
CRC0498LMX0A02001TUMD08000V2.fit.0.05_0.2.r2:1	0.866852581894157	3.35478794259474	NA	38	296
CRC0498PRX0A01001TUMD08000V2.fit.0.05_0.2.r2:1	0.926912031856002	4.55231118350604	NA	54	301
CRC0549LMX0B02004TUMD10000V2.fit.0.05_0.2.r2:1	0.960216448728884	8.81763516312121	NA	103	313
CRC0549PRX0A02004TUMD08000V2.fit.0.05_0.2.r2:1	0.941455379437674	1.75099590699903	NA	15	82
CRC0740LMX0A02001TUMD08000V2.fit.0.05_0.2.r2:1	0.959818779347884	2.39023711816977	NA	28	241
CRC0740PRX0A02001TUMD08000V2.fit.0.05_0.2.r2:1	0.970283024944107	9.55601931751552	NA	124	394
CRC1063LMX0A01001TUMD07000V2.fit.0.05_0.2.r2:1	0.884080528000409	4.51411134447646	NA	46	427
CRC1063PRX0B02001TUMD08000V2.fit.0.05_0.2.r2:1	0.938191732786049	2.03290189961432	NA	20	266
CRC1144LMX0A01001TUMD08000V2.fit.0.05_0.2.r2:1	0.960697557558239	11.4407360326967	NA	119	322
CRC1144PRX0B02002TUMD08000V2.fit.0.05_0.2.r2:1	0.804897704921261	6.89359459607565	NA	60	302
CRC1169LMX0A02001TUMD08000V2.fit.0.05_0.2.r2:1	0.897626124848762	20.9238503666016	NA	220	720
CRC1169PRX0A01001TUMD08000V2.fit.0.05_0.2.r2:1	0.83055112019884	13.2059961053374	NA	109	585
CRC1182LMX0A01001TUMD08000V2.fit.0.05_0.2.r2:1	0.787393132032277	5.2228063618606	NA	50	273
CRC1182PRX0A01001TUMD08000V2.fit.0.05_0.2.r2:1	0.975055270348175	3.34443366253209	NA	42	310
CRC1240LMX0A01001TUMD08000V2.fit.0.05_0.2.r2:1	0.943498869195127	6.06235561965089	NA	68	442
CRC1240PRX0B01001TUMD08000V2.fit.0.05_0.2.r2:1	0.698723063762095	0.781389529325445	NA	8	389
CRC1251LMX0A02001TUMD08000V2.fit.0.05_0.2.r2:1	0.953467765444272	4.04323610283584	NA	37	297
CRC1251PRX0A01001TUMD08000V2.fit.0.05_0.2.r2:1	0.976803525368611	4.80284707456043	NA	59	346
CRC1331LMX0A02005TUMD03000V2.fit.0.05_0.2.r2:1	0.941682209887792	8.70884250810389	NA	112	394
CRC1331PRX0A01001TUMD05000V2.fit.0.05_0.2.r2:1	0.954038046326432	7.7636122138714	NA	84	323
CRC1387LMX0A02001TUMD03000V2.fit.0.05_0.2.r2:1	0.995161013742774	1.61527567670362	NA	22	331
CRC1387PRX0B01001TUMD05000V2.fit.0.05_0.2.r2:1	0.992699657881487	1.86453593948603	NA	27	398
CRC1473LMX0B02002TUMD03000V2.fit.0.05_0.2.r2:1	0.841515445555846	3.30440656781155	NA	38	390
CRC1473PRX0B01001TUMD03000V2.fit.0.05_0.2.r2:1	0.98779998511516	3.32564091210867	NA	46	275
CRC1486LMX0B02002TUMD03000V2.fit.0.05_0.2.r2:1	0.930824012890776	5.22680341885057	NA	51	355
CRC1486PRX0A01001TUMD03000V2.fit.0.05_0.2.r2:1	0.743502208194875	2.44599540413114	NA	19	272
CRC1599LMX0A02001TUMD03000V2.fit.0.05_0.2.r2:1	0.971299287689439	7.48468332251702	NA	87	345
CRC1599PRX0A02002TUMD03000V2.fit.0.05_0.2.r2:1	0.901115931372224	3.18297493345279	NA	40	261
CRC1624LMX0B02001TUMD03000V2.fit.0.05_0.2.r2:1	0.9808527883456	13.1608197094008	NA	148	607
CRC1624PRX0B02001TUMD03000V2.fit.0.05_0.2.r2:1	0.84338250700526	4.33128160097545	NA	45	443
CRC1673LMX0B02004TUMD03000V2.fit.0.05_0.2.r2:1	0.899709801293198	0.289897956582375	NA	3	38
CRC1673PRX0B02001TUMD03000V2.fit.0.05_0.2.r2:1	0.968826621686649	4.24391327810454	NA	50	482
CRC1824LMX0A02001TUMD03000V2.fit.0.05_0.2.r2:1	0.942727831953903	5.58269579983974	NA	68	467
CRC1824PRX0A02003TUMD03000V2.fit.0.05_0.2.r2:1	0.899104963398298	5.96666788493679	NA	52	476
CRC2790LMX0A02001TUMD03000V2.fit.0.05_0.2.r2:1	0.919969882439269	4.96885474822529	NA	60	323
CRC2790PRX0A02001TUMD03000V2.fit.0.05_0.2.r2:1	0.888044789760583	3.79523415797072	NA	49	314
CRC0053LMX0A02204TUMD07000V2.fit.0.05_0.24.r2:1	0.993937549381885	1.90839650760611	NA	26	206
CRC0053PRX0A01201TUMD05000V2.fit.0.05_0.24.r2:1	0.982742010472544	1.29565181473707	NA	19	213
CRC0065LMX0B02205TUMD02000V2.fit.0.05_0.24.r2:1	0.657845320553356	24.5993182251695	NA	151	481
CRC0065PRX0A01201TUMD03000V2.fit.0.05_0.24.r2:1	0.868935985994657	9.8450855806227	NA	120	394
CRC0071LMX0A02204TUMD09000V2.fit.0.05_0.24.r2:1	0.956991537471903	3.23344824847785	NA	39	266
CRC0071PRX0A01201TUMD06000V2.fit.0.05_0.24.r2:1	0.957818186305903	2.8029076163527	NA	31	241
CRC0094LMX0A02201TUMD05000V2.fit.0.05_0.24.r2:1	0.98858443404141	6.88816922445828	NA	89	370
CRC0094PRX0A01201TUMD06000V2.fit.0.05_0.24.r2:1	0.781147146497054	2.3694047942486	NA	19	203
CRC0333LMX0A02204TUMD07000V2.fit.0.05_0.24.r2:1	0.990985299413833	4.38330904066328	NA	61	373
CRC0333PRX0A01201TUMD07000V2.fit.0.05_0.24.r2:1	0.952159326326437	2.14922634118296	NA	29	313
CRC0440LMX0A02001TUMD08000V2.fit.0.05_0.24.r2:1	0.718220706086073	5.72352296428165	NA	56	369
CRC0440PRX0A01001TUMD12000V2.fit.0.05_0.24.r2:1	0.952804352344216	0.494070849714903	NA	6	57
CRC0449LMX0A01001TUMD08000V2.fit.0.05_0.24.r2:1	0.859521408343481	2.01595080497808	NA	19	198
CRC0449PRX0A01001TUMD11000V2.fit.0.05_0.24.r2:1	0.997601629626622	3.81641185431983	NA	51	274
CRC0468LMX0B02004TUMD07000V2.fit.0.05_0.24.r2:1	0.997306379612292	0.52719546570076	NA	7	237
CRC0468PRX0B01001TUMD08000V2.fit.0.05_0.24.r2:1	0.962348676350114	2.28226018669129	NA	29	272
CRC0481LMX0A02001TUMD08000V2.fit.0.05_0.24.r2:1	0.934086813118171	2.4426567644768	NA	28	186
CRC0481PRX0A01001TUMD08000V2.fit.0.05_0.24.r2:1	0.965187242008559	3.38738571081028	NA	46	192
CRC0498LMX0A02001TUMD08000V2.fit.0.05_0.24.r2:1	0.778438520217141	5.27173669860006	NA	57	296
CRC0498PRX0A01001TUMD08000V2.fit.0.05_0.24.r2:1	0.917608671455857	5.19268287725677	NA	63	301
CRC0549LMX0B02004TUMD10000V2.fit.0.05_0.24.r2:1	0.965386550538546	9.0871331948688	NA	112	313
CRC0549PRX0A02004TUMD08000V2.fit.0.05_0.24.r2:1	0.964653564967222	1.56013621036591	NA	15	82
CRC0740LMX0A02001TUMD08000V2.fit.0.05_0.24.r2:1	0.828895477562129	4.47971951981185	NA	48	241
CRC0740PRX0A02001TUMD08000V2.fit.0.05_0.24.r2:1	0.949951356719035	11.3815954283015	NA	149	394
CRC1063LMX0A01001TUMD07000V2.fit.0.05_0.24.r2:1	0.774969856041228	7.83723888419366	NA	75	427
CRC1063PRX0B02001TUMD08000V2.fit.0.05_0.24.r2:1	0.947039349919188	2.10619922257193	NA	22	266
CRC1144LMX0A01001TUMD08000V2.fit.0.05_0.24.r2:1	0.944508900913324	13.526927533304	NA	144	322
CRC1144PRX0B02002TUMD08000V2.fit.0.05_0.24.r2:1	0.776555762216019	10.06377270787	NA	85	302
CRC1169LMX0A02001TUMD08000V2.fit.0.05_0.24.r2:1	0.847366343693706	29.4013550502256	NA	302	720
CRC1169PRX0A01001TUMD08000V2.fit.0.05_0.24.r2:1	0.792675267116285	20.0578062677334	NA	160	585
CRC1182LMX0A01001TUMD08000V2.fit.0.05_0.24.r2:1	0.791017434690577	6.89851897563756	NA	65	273
CRC1182PRX0A01001TUMD08000V2.fit.0.05_0.24.r2:1	0.933793149635542	4.33880542292818	NA	54	310
CRC1240LMX0A01001TUMD08000V2.fit.0.05_0.24.r2:1	0.954512053129556	6.12611188964485	NA	73	442
CRC1240PRX0B01001TUMD08000V2.fit.0.05_0.24.r2:1	0.634360856402819	1.35337490490071	NA	13	389
CRC1251LMX0A02001TUMD08000V2.fit.0.05_0.24.r2:1	0.867856274641985	6.48186764663667	NA	57	297
CRC1251PRX0A01001TUMD08000V2.fit.0.05_0.24.r2:1	0.928024349595906	6.46650327463606	NA	78	346
CRC1331LMX0A02005TUMD03000V2.fit.0.05_0.24.r2:1	0.890868522152193	11.5399244338335	NA	146	394
CRC1331PRX0A01001TUMD05000V2.fit.0.05_0.24.r2:1	0.893127940771838	11.2243970102554	NA	118	323
CRC1387LMX0A02001TUMD03000V2.fit.0.05_0.24.r2:1	0.984651070279269	1.88030896414586	NA	26	331
CRC1387PRX0B01001TUMD05000V2.fit.0.05_0.24.r2:1	0.990305293569441	2.19962817194055	NA	32	398
CRC1473LMX0B02002TUMD03000V2.fit.0.05_0.24.r2:1	0.654420624861509	7.41310875928695	NA	76	390
CRC1473PRX0B01001TUMD03000V2.fit.0.05_0.24.r2:1	0.938956867827633	4.63430036259033	NA	62	275
CRC1486LMX0B02002TUMD03000V2.fit.0.05_0.24.r2:1	0.909093545103707	6.60201751236734	NA	65	355
CRC1486PRX0A01001TUMD03000V2.fit.0.05_0.24.r2:1	0.761611249688569	3.24387835957283	NA	25	272
CRC1599LMX0A02001TUMD03000V2.fit.0.05_0.24.r2:1	0.930707290782367	9.80327721941746	NA	113	345
CRC1599PRX0A02002TUMD03000V2.fit.0.05_0.24.r2:1	0.829561682902803	4.60601845820786	NA	56	261
CRC1624LMX0B02001TUMD03000V2.fit.0.05_0.24.r2:1	0.963198942254509	15.7627071674563	NA	180	607
CRC1624PRX0B02001TUMD03000V2.fit.0.05_0.24.r2:1	0.740409740437088	7.51265514677573	NA	73	443
CRC1673LMX0B02004TUMD03000V2.fit.0.05_0.24.r2:1	0.927049941717025	0.268969203846939	NA	3	38
CRC1673PRX0B02001TUMD03000V2.fit.0.05_0.24.r2:1	0.882068613446207	6.96773474134651	NA	77	482
CRC1824LMX0A02001TUMD03000V2.fit.0.05_0.24.r2:1	0.895273145023339	7.5215164895359	NA	90	467
CRC1824PRX0A02003TUMD03000V2.fit.0.05_0.24.r2:1	0.893227876441045	7.3006047260783	NA	65	476
CRC2790LMX0A02001TUMD03000V2.fit.0.05_0.24.r2:1	0.874471804266811	6.65955910666985	NA	79	323
CRC2790PRX0A02001TUMD03000V2.fit.0.05_0.24.r2:1	0.812560432578525	5.53712119196393	NA	69	314
CRC0053LMX0A02204TUMD07000V2.fit.0.05_0.3.r2:1	0.98244987692044	2.25428979712338	NA	31	206
CRC0053PRX0A01201TUMD05000V2.fit.0.05_0.3.r2:1	0.910571564270157	1.92935584691502	NA	27	213
CRC0065LMX0B02205TUMD02000V2.fit.0.05_0.3.r2:1	0.72138084472356	38.1869328175291	NA	222	481
CRC0065PRX0A01201TUMD03000V2.fit.0.05_0.3.r2:1	0.795066660088847	14.6188896544031	NA	171	394
CRC0071LMX0A02204TUMD09000V2.fit.0.05_0.3.r2:1	0.847627436404991	5.37334752845761	NA	61	266
CRC0071PRX0A01201TUMD06000V2.fit.0.05_0.3.r2:1	0.879859144073454	4.34695887844656	NA	46	241
CRC0094LMX0A02201TUMD05000V2.fit.0.05_0.3.r2:1	0.982897779375018	7.5718189615687	NA	101	370
CRC0094PRX0A01201TUMD06000V2.fit.0.05_0.3.r2:1	0.774951756628813	3.45700688892051	NA	27	203
CRC0333LMX0A02204TUMD07000V2.fit.0.05_0.3.r2:1	0.928325508505191	6.48944838441245	NA	86	373
CRC0333PRX0A01201TUMD07000V2.fit.0.05_0.3.r2:1	0.83930482687965	3.44021893230876	NA	44	313
CRC0440LMX0A02001TUMD08000V2.fit.0.05_0.3.r2:1	0.588645743742299	12.8848499873459	NA	111	369
CRC0440PRX0A01001TUMD12000V2.fit.0.05_0.3.r2:1	0.970385939101812	0.457559820383777	NA	6	57
CRC0449LMX0A01001TUMD08000V2.fit.0.05_0.3.r2:1	0.664198015967019	4.74659800306225	NA	40	198
CRC0449PRX0A01001TUMD11000V2.fit.0.05_0.3.r2:1	0.98119890137193	4.73018147982168	NA	63	274
CRC0468LMX0B02004TUMD07000V2.fit.0.05_0.3.r2:1	0.776126519395282	1.39946846417095	NA	16	237
CRC0468PRX0B01001TUMD08000V2.fit.0.05_0.3.r2:1	0.874349096154852	3.67541488185849	NA	44	272
CRC0481LMX0A02001TUMD08000V2.fit.0.05_0.3.r2:1	0.890086490414996	3.39512223026421	NA	38	186
CRC0481PRX0A01001TUMD08000V2.fit.0.05_0.3.r2:1	0.906976093903084	4.69973134057945	NA	62	192
CRC0498LMX0A02001TUMD08000V2.fit.0.05_0.3.r2:1	0.704850544969838	8.67041707234661	NA	88	296
CRC0498PRX0A01001TUMD08000V2.fit.0.05_0.3.r2:1	0.883800124473241	6.63893212494079	NA	80	301
CRC0549LMX0B02004TUMD10000V2.fit.0.05_0.3.r2:1	0.96080837743022	10.0737271824067	NA	128	313
CRC0549PRX0A02004TUMD08000V2.fit.0.05_0.3.r2:1	0.972555776234565	1.52821660083383	NA	16	82
CRC0740LMX0A02001TUMD08000V2.fit.0.05_0.3.r2:1	0.689905570508798	8.6565811236552	NA	85	241
CRC0740PRX0A02001TUMD08000V2.fit.0.05_0.3.r2:1	0.913124224393188	14.4853130022123	NA	188	394
CRC1063LMX0A01001TUMD07000V2.fit.0.05_0.3.r2:1	0.703790186371873	13.4469959962754	NA	120	427
CRC1063PRX0B02001TUMD08000V2.fit.0.05_0.3.r2:1	0.892865675815774	2.90777551708168	NA	30	266
CRC1144LMX0A01001TUMD08000V2.fit.0.05_0.3.r2:1	0.906768569213043	17.7617545922382	NA	188	322
CRC1144PRX0B02002TUMD08000V2.fit.0.05_0.3.r2:1	0.74063608193207	16.4667953516865	NA	131	302
CRC1169LMX0A02001TUMD08000V2.fit.0.05_0.3.r2:1	0.840233726766922	36.2913606690263	NA	374	720
CRC1169PRX0A01001TUMD08000V2.fit.0.05_0.3.r2:1	0.789058907613176	28.2903049801127	NA	221	585
CRC1182LMX0A01001TUMD08000V2.fit.0.05_0.3.r2:1	0.805517626740914	8.75036221409902	NA	82	273
CRC1182PRX0A01001TUMD08000V2.fit.0.05_0.3.r2:1	0.832273582987274	6.8491407478959	NA	81	310
CRC1240LMX0A01001TUMD08000V2.fit.0.05_0.3.r2:1	0.951810435376334	6.84333690442684	NA	84	442
CRC1240PRX0B01001TUMD08000V2.fit.0.05_0.3.r2:1	0.618249896078818	2.24846939272615	NA	20	389
CRC1251LMX0A02001TUMD08000V2.fit.0.05_0.3.r2:1	0.783859009556952	10.7636168929251	NA	90	297
CRC1251PRX0A01001TUMD08000V2.fit.0.05_0.3.r2:1	0.848085730825644	9.55399229198982	NA	111	346
CRC1331LMX0A02005TUMD03000V2.fit.0.05_0.3.r2:1	0.829937197992433	16.1128816205818	NA	198	394
CRC1331PRX0A01001TUMD05000V2.fit.0.05_0.3.r2:1	0.840417145476419	15.7537270514518	NA	162	323
CRC1387LMX0A02001TUMD03000V2.fit.0.05_0.3.r2:1	0.928906252672945	2.59830865439398	NA	35	331
CRC1387PRX0B01001TUMD05000V2.fit.0.05_0.3.r2:1	0.922706806736375	3.35369771268866	NA	46	398
CRC1473LMX0B02002TUMD03000V2.fit.0.05_0.3.r2:1	0.592197840880061	14.0006044739179	NA	129	390
CRC1473PRX0B01001TUMD03000V2.fit.0.05_0.3.r2:1	0.868184595129578	6.55509652666715	NA	85	275
CRC1486LMX0B02002TUMD03000V2.fit.0.05_0.3.r2:1	0.817638316100809	10.9337460390917	NA	102	355
CRC1486PRX0A01001TUMD03000V2.fit.0.05_0.3.r2:1	0.706917932111557	5.85012828462386	NA	42	272
CRC1599LMX0A02001TUMD03000V2.fit.0.05_0.3.r2:1	0.862329098844251	14.1349863498925	NA	158	345
CRC1599PRX0A02002TUMD03000V2.fit.0.05_0.3.r2:1	0.739984352163521	7.40619518259635	NA	85	261
CRC1624LMX0B02001TUMD03000V2.fit.0.05_0.3.r2:1	0.919337598070556	21.0362478469856	NA	237	607
CRC1624PRX0B02001TUMD03000V2.fit.0.05_0.3.r2:1	0.621049356820682	16.4409533060706	NA	141	443
CRC1673LMX0B02004TUMD03000V2.fit.0.05_0.3.r2:1	0.94689148590211	0.249851693828156	NA	3	38
CRC1673PRX0B02001TUMD03000V2.fit.0.05_0.3.r2:1	0.721011027152717	13.6311811046652	NA	138	482
CRC1824LMX0A02001TUMD03000V2.fit.0.05_0.3.r2:1	0.792136553882449	12.2097749478716	NA	138	467
CRC1824PRX0A02003TUMD03000V2.fit.0.05_0.3.r2:1	0.794768112624813	12.9498060843903	NA	108	476
CRC2790LMX0A02001TUMD03000V2.fit.0.05_0.3.r2:1	0.815909261149301	9.49202881807342	NA	109	323
CRC2790PRX0A02001TUMD03000V2.fit.0.05_0.3.r2:1	0.743096823998694	8.31424569517671	NA	99	314
CRC0053LMX0A02204TUMD07000V2.fit.0.05_0.5.r2:1	0.596183774457309	9.53371432015784	NA	106	206
CRC0053PRX0A01201TUMD05000V2.fit.0.05_0.5.r2:1	0.488810836550114	8.98075222749571	NA	102	213
CRC0065LMX0B02205TUMD02000V2.fit.0.05_0.5.r2:1	0.819444021120996	61.6845516193322	NA	361	481
CRC0065PRX0A01201TUMD03000V2.fit.0.05_0.5.r2:1	0.746168336092726	25.107358617257	NA	277	394
CRC0071LMX0A02204TUMD09000V2.fit.0.05_0.5.r2:1	0.616921727139819	16.8359373262527	NA	162	266
CRC0071PRX0A01201TUMD06000V2.fit.0.05_0.5.r2:1	0.636860805393276	14.8256013973357	NA	131	241
CRC0094LMX0A02201TUMD05000V2.fit.0.05_0.5.r2:1	0.733907856912218	19.9617949666261	NA	234	370
CRC0094PRX0A01201TUMD06000V2.fit.0.05_0.5.r2:1	0.51894273529705	17.2158129605491	NA	106	203
CRC0333LMX0A02204TUMD07000V2.fit.0.05_0.5.r2:1	0.640569801058201	20.573141656964	NA	231	373
CRC0333PRX0A01201TUMD07000V2.fit.0.05_0.5.r2:1	0.460541096875794	19.148682977685	NA	187	313
CRC0440LMX0A02001TUMD08000V2.fit.0.05_0.5.r2:1	0.628435510569174	33.5168915638883	NA	238	369
CRC0440PRX0A01001TUMD12000V2.fit.0.05_0.5.r2:1	0.417303825258008	2.8371303323947	NA	31	57
CRC0449LMX0A01001TUMD08000V2.fit.0.05_0.5.r2:1	0.611490400121378	16.0313449005462	NA	108	198
CRC0449PRX0A01001TUMD11000V2.fit.0.05_0.5.r2:1	0.763322135613109	12.2953997102043	NA	143	274
CRC0468LMX0B02004TUMD07000V2.fit.0.05_0.5.r2:1	0.35826495295248	14.812660122649	NA	114	237
CRC0468PRX0B01001TUMD08000V2.fit.0.05_0.5.r2:1	0.46512971760854	19.5013739416364	NA	184	272
CRC0481LMX0A02001TUMD08000V2.fit.0.05_0.5.r2:1	0.675291130107419	10.1551683575454	NA	97	186
CRC0481PRX0A01001TUMD08000V2.fit.0.05_0.5.r2:1	0.757490551072803	9.55494871443946	NA	116	192
CRC0498LMX0A02001TUMD08000V2.fit.0.05_0.5.r2:1	0.640943526585474	20.538417570513	NA	182	296
CRC0498PRX0A01001TUMD08000V2.fit.0.05_0.5.r2:1	0.694554009927976	16.6205102080221	NA	177	301
CRC0549LMX0B02004TUMD10000V2.fit.0.05_0.5.r2:1	0.886569970759121	16.5421526313028	NA	202	313
CRC0549PRX0A02004TUMD08000V2.fit.0.05_0.5.r2:1	0.653377077196931	5.50017615869372	NA	49	82
CRC0740LMX0A02001TUMD08000V2.fit.0.05_0.5.r2:1	0.683106763238096	17.2825758101749	NA	153	241
CRC0740PRX0A02001TUMD08000V2.fit.0.05_0.5.r2:1	0.878483062760002	19.5777326986104	NA	255	394
CRC1063LMX0A01001TUMD07000V2.fit.0.05_0.5.r2:1	0.658289020888682	34.4985936592148	NA	264	427
CRC1063PRX0B02001TUMD08000V2.fit.0.05_0.5.r2:1	0.452252065860247	17.6395832072697	NA	142	266
CRC1144LMX0A01001TUMD08000V2.fit.0.05_0.5.r2:1	0.891386499017979	23.1497264365771	NA	252	322
CRC1144PRX0B02002TUMD08000V2.fit.0.05_0.5.r2:1	0.768563046748239	29.6046495107502	NA	223	302
CRC1169LMX0A02001TUMD08000V2.fit.0.05_0.5.r2:1	0.845257861892445	49.1404568736193	NA	512	720
CRC1169PRX0A01001TUMD08000V2.fit.0.05_0.5.r2:1	0.813490917342969	44.40733515653	NA	344	585
CRC1182LMX0A01001TUMD08000V2.fit.0.05_0.5.r2:1	0.719853687498795	19.9242823293387	NA	168	273
CRC1182PRX0A01001TUMD08000V2.fit.0.05_0.5.r2:1	0.703409614543826	14.4677760433901	NA	156	310
CRC1240LMX0A01001TUMD08000V2.fit.0.05_0.5.r2:1	0.555508439077818	29.877573550495	NA	298	442
CRC1240PRX0B01001TUMD08000V2.fit.0.05_0.5.r2:1	0.28440643978316	43.8502710372728	NA	221	389
CRC1251LMX0A02001TUMD08000V2.fit.0.05_0.5.r2:1	0.749956321407456	20.0325253548009	NA	159	297
CRC1251PRX0A01001TUMD08000V2.fit.0.05_0.5.r2:1	0.71981934018754	19.9345963473379	NA	212	346
CRC1331LMX0A02005TUMD03000V2.fit.0.05_0.5.r2:1	0.806493860553093	23.0597493190071	NA	279	394
CRC1331PRX0A01001TUMD05000V2.fit.0.05_0.5.r2:1	0.834279815777473	21.9718319353722	NA	227	323
CRC1387LMX0A02001TUMD03000V2.fit.0.05_0.5.r2:1	0.426532362924589	16.7026472548857	NA	174	331
CRC1387PRX0B01001TUMD05000V2.fit.0.05_0.5.r2:1	0.45194607735604	19.5778457510169	NA	208	398
CRC1473LMX0B02002TUMD03000V2.fit.0.05_0.5.r2:1	0.635833435903065	31.3984098087612	NA	247	390
CRC1473PRX0B01001TUMD03000V2.fit.0.05_0.5.r2:1	0.788136573157054	11.0011318003484	NA	136	275
CRC1486LMX0B02002TUMD03000V2.fit.0.05_0.5.r2:1	0.726641735698687	23.7016091546527	NA	202	355
CRC1486PRX0A01001TUMD03000V2.fit.0.05_0.5.r2:1	0.622844721362127	22.5709903648245	NA	129	272
CRC1599LMX0A02001TUMD03000V2.fit.0.05_0.5.r2:1	0.824959340425809	21.1575897790218	NA	233	345
CRC1599PRX0A02002TUMD03000V2.fit.0.05_0.5.r2:1	0.625993674468747	18.5017948096814	NA	184	261
CRC1624LMX0B02001TUMD03000V2.fit.0.05_0.5.r2:1	0.817833782020305	38.480501099921	NA	410	607
CRC1624PRX0B02001TUMD03000V2.fit.0.05_0.5.r2:1	0.64065792133873	40.686335599643	NA	295	443
CRC1673LMX0B02004TUMD03000V2.fit.0.05_0.5.r2:1	0.366013711756586	1.9305279980708	NA	21	38
CRC1673PRX0B02001TUMD03000V2.fit.0.05_0.5.r2:1	0.606540467470494	40.0145897203693	NA	338	482
