r	intercept	slope	subcl	all
CRC0481LMX0A02001TUMD08000V2.fit.0.025_0.24.r2:1	0.881877090674909	1.58640719021222	NA	35	186
CRC0481PRX0A01001TUMD08000V2.fit.0.025_0.24.r2:1	0.909524146227204	2.61094115270275	NA	52	192
CRC0498LMX0A02001TUMD08000V2.fit.0.025_0.24.r2:1	0.712184231541728	3.15239517202653	NA	64	296
CRC0498PRX0A01001TUMD08000V2.fit.0.025_0.24.r2:1	0.890279464294052	3.77194758159399	NA	78	301
CRC0549LMX0B02004TUMD10000V2.fit.0.025_0.24.r2:1	0.905824957048867	6.23176126164795	NA	140	313
CRC0549PRX0A02004TUMD08000V2.fit.0.025_0.24.r2:1	0.901575440457245	1.08362781994699	NA	18	82
CRC0740LMX0A02001TUMD08000V2.fit.0.025_0.24.r2:1	0.843909767190992	3.26770098819774	NA	57	241
CRC0740PRX0A02001TUMD08000V2.fit.0.025_0.24.r2:1	0.916852559655527	8.291192054563	NA	191	394
CRC1063LMX0A01001TUMD07000V2.fit.0.025_0.24.r2:1	0.892564419970177	4.14764210830738	NA	119	427
CRC1063PRX0B02001TUMD08000V2.fit.0.025_0.24.r2:1	0.919550359571807	1.4060176539828	NA	30	266
CRC1144LMX0A01001TUMD08000V2.fit.0.025_0.24.r2:1	0.803432406252331	8.73058174925531	NA	157	322
CRC1144PRX0B02002TUMD08000V2.fit.0.025_0.24.r2:1	0.672939512007646	5.89403907451382	NA	93	302
CRC1169LMX0A02001TUMD08000V2.fit.0.025_0.24.r2:1	0.767882798119638	18.5449773106011	NA	342	720
CRC1169PRX0A01001TUMD08000V2.fit.0.025_0.24.r2:1	0.726710237513484	8.24824640145675	NA	200	585
CRC1182LMX0A01001TUMD08000V2.fit.0.025_0.24.r2:1	0.68230202645136	4.69201925053113	NA	68	273
CRC1182PRX0A01001TUMD08000V2.fit.0.025_0.24.r2:1	0.973455896003599	3.31454455122071	NA	95	310
CRC1240LMX0A01001TUMD08000V2.fit.0.025_0.24.r2:1	0.902290999103728	3.95015549571298	NA	96	442
CRC1240PRX0B01001TUMD08000V2.fit.0.025_0.24.r2:1	0.803528208765902	0.768377569775968	NA	18	389
CRC1251LMX0A02001TUMD08000V2.fit.0.025_0.24.r2:1	0.872749951618208	3.24127696838106	NA	84	297
CRC1251PRX0A01001TUMD08000V2.fit.0.025_0.24.r2:1	0.878543622115884	3.9187014092644	NA	101	346
CRC1331LMX0A02005TUMD03000V2.fit.0.025_0.24.r2:1	0.88895617650153	8.03961429678846	NA	189	394
CRC1331PRX0A01001TUMD05000V2.fit.0.025_0.24.r2:1	0.826241350868565	6.25756660981484	NA	148	323
CRC1387LMX0A02001TUMD03000V2.fit.0.025_0.24.r2:1	0.919451143334547	1.26270427520998	NA	34	331
CRC1387PRX0B01001TUMD05000V2.fit.0.025_0.24.r2:1	0.997826994670649	2.29504936298783	NA	74	398
CRC1473LMX0B02002TUMD03000V2.fit.0.025_0.24.r2:1	0.75973869684725	3.80388296737544	NA	99	390
CRC1473PRX0B01001TUMD03000V2.fit.0.025_0.24.r2:1	0.935531308791419	3.30365406265888	NA	88	275
CRC1486LMX0B02002TUMD03000V2.fit.0.025_0.24.r2:1	0.851029868503634	4.10478055901893	NA	80	355
CRC1486PRX0A01001TUMD03000V2.fit.0.025_0.24.r2:1	0.661254477234016	1.17987691743829	NA	30	272
CRC1599LMX0A02001TUMD03000V2.fit.0.025_0.24.r2:1	0.862386726814512	6.39794226579919	NA	141	345
CRC1599PRX0A02002TUMD03000V2.fit.0.025_0.24.r2:1	0.846492123242156	2.9786452766853	NA	72	261
CRC1624LMX0B02001TUMD03000V2.fit.0.025_0.24.r2:1	0.891232560286633	10.3443098737921	NA	226	607
CRC1624PRX0B02001TUMD03000V2.fit.0.025_0.24.r2:1	0.652404160205122	3.91188726888042	NA	82	443
CRC1673LMX0B02004TUMD03000V2.fit.0.025_0.24.r2:1	0.871088164232323	0.164018491874074	NA	4	38
CRC1673PRX0B02001TUMD03000V2.fit.0.025_0.24.r2:1	0.801998181278756	4.20682202811629	NA	91	482
CRC1824LMX0A02001TUMD03000V2.fit.0.025_0.24.r2:1	0.862500395876992	5.19592058749429	NA	109	467
CRC1824PRX0A02003TUMD03000V2.fit.0.025_0.24.r2:1	0.725256703090894	4.37572699782106	NA	70	476
CRC2790LMX0A02001TUMD03000V2.fit.0.025_0.24.r2:1	0.863565405609398	4.42382399204569	NA	101	323
CRC2790PRX0A02001TUMD03000V2.fit.0.025_0.24.r2:1	0.855042181088068	4.25507827194861	NA	85	314
CRC0053LMX0A02204TUMD07000V2.fit.0.025_0.3.r2:1	0.94326089297867	1.63413773252393	NA	41	206
CRC0053PRX0A01201TUMD05000V2.fit.0.025_0.3.r2:1	0.946799366071733	1.55313286348834	NA	40	213
CRC0065LMX0B02205TUMD02000V2.fit.0.025_0.3.r2:1	0.451619956687808	14.8687091445392	NA	232	481
CRC0065PRX0A01201TUMD03000V2.fit.0.025_0.3.r2:1	0.786476020531521	9.6785358533205	NA	201	394
CRC0071LMX0A02204TUMD09000V2.fit.0.025_0.3.r2:1	0.827750438689091	3.68415780937279	NA	72	266
CRC0071PRX0A01201TUMD06000V2.fit.0.025_0.3.r2:1	0.802427872437393	2.35383457223525	NA	57	241
CRC0094LMX0A02201TUMD05000V2.fit.0.025_0.3.r2:1	0.934673334754211	5.66382282360636	NA	130	370
CRC0094PRX0A01201TUMD06000V2.fit.0.025_0.3.r2:1	0.827099090891313	1.60702947644111	NA	38	203
CRC0333LMX0A02204TUMD07000V2.fit.0.025_0.3.r2:1	0.943932755424826	4.6082015720898	NA	128	373
CRC0333PRX0A01201TUMD07000V2.fit.0.025_0.3.r2:1	0.945743823523078	2.52943393038763	NA	73	313
CRC0440LMX0A02001TUMD08000V2.fit.0.025_0.3.r2:1	0.609172411333028	6.10637872371808	NA	129	369
CRC0440PRX0A01001TUMD12000V2.fit.0.025_0.3.r2:1	0.993622530875772	0.439945755966086	NA	14	57
CRC0449LMX0A01001TUMD08000V2.fit.0.025_0.3.r2:1	0.506603519414824	2.79032360020994	NA	41	198
CRC0449PRX0A01001TUMD11000V2.fit.0.025_0.3.r2:1	0.961197455731189	3.46491054023264	NA	95	274
CRC0468LMX0B02004TUMD07000V2.fit.0.025_0.3.r2:1	0.938798058313313	1.00846538659817	NA	28	237
CRC0468PRX0B01001TUMD08000V2.fit.0.025_0.3.r2:1	0.840496597165117	2.91296367468332	NA	48	272
CRC0481LMX0A02001TUMD08000V2.fit.0.025_0.3.r2:1	0.824964913712722	2.11948067239556	NA	45	186
CRC0481PRX0A01001TUMD08000V2.fit.0.025_0.3.r2:1	0.849849929080841	3.55219888701565	NA	68	192
CRC0498LMX0A02001TUMD08000V2.fit.0.025_0.3.r2:1	0.616147778891	5.01537751561912	NA	95	296
CRC0498PRX0A01001TUMD08000V2.fit.0.025_0.3.r2:1	0.851404453041094	4.69207224720472	NA	95	301
CRC0549LMX0B02004TUMD10000V2.fit.0.025_0.3.r2:1	0.896788182803051	6.9321703104199	NA	156	313
CRC0549PRX0A02004TUMD08000V2.fit.0.025_0.3.r2:1	0.913641774015265	1.10468188324164	NA	19	82
CRC0740LMX0A02001TUMD08000V2.fit.0.025_0.3.r2:1	0.687861676512782	5.84014549363982	NA	94	241
CRC0740PRX0A02001TUMD08000V2.fit.0.025_0.3.r2:1	0.878951572842837	10.2058798107239	NA	230	394
CRC1063LMX0A01001TUMD07000V2.fit.0.025_0.3.r2:1	0.785970711134477	6.04105338826114	NA	164	427
CRC1063PRX0B02001TUMD08000V2.fit.0.025_0.3.r2:1	0.863123447831268	1.83675875585421	NA	38	266
CRC1144LMX0A01001TUMD08000V2.fit.0.025_0.3.r2:1	0.766817288255289	11.6064475627346	NA	201	322
CRC1144PRX0B02002TUMD08000V2.fit.0.025_0.3.r2:1	0.609760052743047	9.55983496467241	NA	139	302
CRC1169LMX0A02001TUMD08000V2.fit.0.025_0.3.r2:1	0.746658867386532	22.9825650717052	NA	414	720
CRC1169PRX0A01001TUMD08000V2.fit.0.025_0.3.r2:1	0.665262699439467	11.256431850017	NA	261	585
CRC1182LMX0A01001TUMD08000V2.fit.0.025_0.3.r2:1	0.687891137427221	6.0968716549314	NA	85	273
CRC1182PRX0A01001TUMD08000V2.fit.0.025_0.3.r2:1	0.911098164524527	4.46701346151946	NA	122	310
CRC1240LMX0A01001TUMD08000V2.fit.0.025_0.3.r2:1	0.891161495586511	4.40780339066737	NA	107	442
CRC1240PRX0B01001TUMD08000V2.fit.0.025_0.3.r2:1	0.705684733383557	1.11678233424067	NA	25	389
CRC1251LMX0A02001TUMD08000V2.fit.0.025_0.3.r2:1	0.766386095599024	4.77411620978809	NA	117	297
CRC1251PRX0A01001TUMD08000V2.fit.0.025_0.3.r2:1	0.795266337237338	5.44780924203467	NA	134	346
CRC1331LMX0A02005TUMD03000V2.fit.0.025_0.3.r2:1	0.824018631114564	10.624408340811	NA	241	394
CRC1331PRX0A01001TUMD05000V2.fit.0.025_0.3.r2:1	0.758713145514078	8.45553834589552	NA	192	323
CRC1387LMX0A02001TUMD03000V2.fit.0.025_0.3.r2:1	0.862917852978801	1.65677251365938	NA	43	331
CRC1387PRX0B01001TUMD05000V2.fit.0.025_0.3.r2:1	0.983656132806792	2.83066135722041	NA	88	398
CRC1473LMX0B02002TUMD03000V2.fit.0.025_0.3.r2:1	0.61931544771658	6.25534431672636	NA	152	390
CRC1473PRX0B01001TUMD03000V2.fit.0.025_0.3.r2:1	0.874025391972837	4.32530712415585	NA	111	275
CRC1486LMX0B02002TUMD03000V2.fit.0.025_0.3.r2:1	0.746935438760266	6.40585661066383	NA	117	355
CRC1486PRX0A01001TUMD03000V2.fit.0.025_0.3.r2:1	0.5407854780744	1.99088629563492	NA	47	272
CRC1599LMX0A02001TUMD03000V2.fit.0.025_0.3.r2:1	0.793176642165965	8.8231245664168	NA	186	345
CRC1599PRX0A02002TUMD03000V2.fit.0.025_0.3.r2:1	0.742328393857829	4.41578657355987	NA	101	261
CRC1624LMX0B02001TUMD03000V2.fit.0.025_0.3.r2:1	0.842907344157405	13.3843940479906	NA	283	607
CRC1624PRX0B02001TUMD03000V2.fit.0.025_0.3.r2:1	0.498343807512635	8.01546684041513	NA	150	443
CRC1673LMX0B02004TUMD03000V2.fit.0.025_0.3.r2:1	0.89018062589911	0.159282458853209	NA	4	38
CRC1673PRX0B02001TUMD03000V2.fit.0.025_0.3.r2:1	0.639868805800236	7.69198491182238	NA	152	482
CRC1824LMX0A02001TUMD03000V2.fit.0.025_0.3.r2:1	0.755821994080151	7.96331309422141	NA	157	467
CRC1824PRX0A02003TUMD03000V2.fit.0.025_0.3.r2:1	0.630216195413175	7.78155414607701	NA	113	476
CRC2790LMX0A02001TUMD03000V2.fit.0.025_0.3.r2:1	0.794951372350076	5.97011550198853	NA	131	323
CRC2790PRX0A02001TUMD03000V2.fit.0.025_0.3.r2:1	0.773155941466091	6.01461381165447	NA	115	314
CRC0053LMX0A02204TUMD07000V2.fit.0.025_0.5.r2:1	0.580189499208555	5.60232757815849	NA	116	206
CRC0053PRX0A01201TUMD05000V2.fit.0.025_0.5.r2:1	0.561514128361708	5.35841541347711	NA	115	213
CRC0065LMX0B02205TUMD02000V2.fit.0.025_0.5.r2:1	0.50980145691861	28.3416357745878	NA	371	481
CRC0065PRX0A01201TUMD03000V2.fit.0.025_0.5.r2:1	0.696751375942654	15.8126803352135	NA	307	394
CRC0071LMX0A02204TUMD09000V2.fit.0.025_0.5.r2:1	0.567089453599434	10.3258385817231	NA	173	266
CRC0071PRX0A01201TUMD06000V2.fit.0.025_0.5.r2:1	0.525003196634201	6.90515056280917	NA	142	241
CRC0094LMX0A02201TUMD05000V2.fit.0.025_0.5.r2:1	0.711271206371674	13.0695235278284	NA	263	370
CRC0094PRX0A01201TUMD06000V2.fit.0.025_0.5.r2:1	0.450277155656912	5.88605120093697	NA	117	203
CRC0333LMX0A02204TUMD07000V2.fit.0.025_0.5.r2:1	0.679168431587471	11.3448445040606	NA	273	373
CRC0333PRX0A01201TUMD07000V2.fit.0.025_0.5.r2:1	0.547405511273027	9.09539411390025	NA	216	313
CRC0440LMX0A02001TUMD08000V2.fit.0.025_0.5.r2:1	0.488290824719596	14.0648576147902	NA	256	369
CRC0440PRX0A01001TUMD12000V2.fit.0.025_0.5.r2:1	0.641545913926461	1.48104199320845	NA	39	57
CRC0449LMX0A01001TUMD08000V2.fit.0.025_0.5.r2:1	0.442836299794714	9.86591985201142	NA	109	198
CRC0449PRX0A01001TUMD11000V2.fit.0.025_0.5.r2:1	0.772544928670592	7.21069663139469	NA	175	274
CRC0468LMX0B02004TUMD07000V2.fit.0.025_0.5.r2:1	0.406315250192299	5.77460943756165	NA	126	237
CRC0468PRX0B01001TUMD08000V2.fit.0.025_0.5.r2:1	0.42944883825242	14.3372628531191	NA	188	272
CRC0481LMX0A02001TUMD08000V2.fit.0.025_0.5.r2:1	0.583047740538896	5.71732942330696	NA	104	186
CRC0481PRX0A01001TUMD08000V2.fit.0.025_0.5.r2:1	0.696690997589255	7.01458327168192	NA	122	192
CRC0498LMX0A02001TUMD08000V2.fit.0.025_0.5.r2:1	0.5069188005594	11.6020837622332	NA	189	296
CRC0498PRX0A01001TUMD08000V2.fit.0.025_0.5.r2:1	0.647537657336986	10.7312022279866	NA	192	301
CRC0549LMX0B02004TUMD10000V2.fit.0.025_0.5.r2:1	0.811519827730626	10.8689991096656	NA	230	313
CRC0549PRX0A02004TUMD08000V2.fit.0.025_0.5.r2:1	0.59838194777593	3.57744498255518	NA	52	82
CRC0740LMX0A02001TUMD08000V2.fit.0.025_0.5.r2:1	0.614003567883071	11.1808728907691	NA	162	241
CRC0740PRX0A02001TUMD08000V2.fit.0.025_0.5.r2:1	0.833608638609291	13.4808597075795	NA	297	394
CRC1063LMX0A01001TUMD07000V2.fit.0.025_0.5.r2:1	0.593097934663571	12.6420059407966	NA	308	427
CRC1063PRX0B02001TUMD08000V2.fit.0.025_0.5.r2:1	0.408929690413889	9.00488507584251	NA	150	266
CRC1144LMX0A01001TUMD08000V2.fit.0.025_0.5.r2:1	0.755559268575544	15.7610699219451	NA	265	322
CRC1144PRX0B02002TUMD08000V2.fit.0.025_0.5.r2:1	0.602909407235659	17.9803558759695	NA	231	302
CRC1169LMX0A02001TUMD08000V2.fit.0.025_0.5.r2:1	0.732197289919766	31.8197941019672	NA	552	720
CRC1169PRX0A01001TUMD08000V2.fit.0.025_0.5.r2:1	0.610543580942988	17.8709255813924	NA	384	585
CRC1182LMX0A01001TUMD08000V2.fit.0.025_0.5.r2:1	0.601392836889386	14.2411102469619	NA	171	273
CRC1182PRX0A01001TUMD08000V2.fit.0.025_0.5.r2:1	0.758849380928584	7.81245923677496	NA	197	310
CRC1240LMX0A01001TUMD08000V2.fit.0.025_0.5.r2:1	0.509640705016289	16.0003212836292	NA	321	442
CRC1240PRX0B01001TUMD08000V2.fit.0.025_0.5.r2:1	0.185398659161046	14.1064578284793	NA	226	389
CRC1251LMX0A02001TUMD08000V2.fit.0.025_0.5.r2:1	0.645980383221206	8.18194265123919	NA	186	297
CRC1251PRX0A01001TUMD08000V2.fit.0.025_0.5.r2:1	0.634963751028111	10.5140675443983	NA	235	346
CRC1331LMX0A02005TUMD03000V2.fit.0.025_0.5.r2:1	0.769484701713206	14.6898195752846	NA	322	394
CRC1331PRX0A01001TUMD05000V2.fit.0.025_0.5.r2:1	0.716378143058864	11.7971938177004	NA	257	323
CRC1387LMX0A02001TUMD03000V2.fit.0.025_0.5.r2:1	0.377906585723467	8.75294070983492	NA	182	331
CRC1387PRX0B01001TUMD05000V2.fit.0.025_0.5.r2:1	0.603482077053055	9.85789638056439	NA	250	398
CRC1473LMX0B02002TUMD03000V2.fit.0.025_0.5.r2:1	0.50890711482803	12.4988145731142	NA	270	390
CRC1473PRX0B01001TUMD03000V2.fit.0.025_0.5.r2:1	0.772444418073127	6.67905274494471	NA	162	275
CRC1486LMX0B02002TUMD03000V2.fit.0.025_0.5.r2:1	0.612751383034622	13.2960517759648	NA	217	355
CRC1486PRX0A01001TUMD03000V2.fit.0.025_0.5.r2:1	0.35329367299468	7.12586906845751	NA	134	272
CRC1599LMX0A02001TUMD03000V2.fit.0.025_0.5.r2:1	0.734399397519214	12.9848778568823	NA	261	345
CRC1599PRX0A02002TUMD03000V2.fit.0.025_0.5.r2:1	0.560981471273839	9.88352577550299	NA	200	261
CRC1624LMX0B02001TUMD03000V2.fit.0.025_0.5.r2:1	0.726807189694479	23.3681595625242	NA	456	607
CRC1624PRX0B02001TUMD03000V2.fit.0.025_0.5.r2:1	0.443795958791643	19.8128862102676	NA	304	443
CRC1673LMX0B02004TUMD03000V2.fit.0.025_0.5.r2:1	0.348601064030048	1.01230559124689	NA	22	38
CRC1673PRX0B02001TUMD03000V2.fit.0.025_0.5.r2:1	0.473195116789514	21.3046387638865	NA	352	482
CRC1824LMX0A02001TUMD03000V2.fit.0.025_0.5.r2:1	0.558798626244166	19.5023240080143	NA	335	467
CRC1824PRX0A02003TUMD03000V2.fit.0.025_0.5.r2:1	0.466246084860363	29.0958457323205	NA	328	476
CRC2790LMX0A02001TUMD03000V2.fit.0.025_0.5.r2:1	0.648232957492278	11.3524996436397	NA	227	323
CRC2790PRX0A02001TUMD03000V2.fit.0.025_0.5.r2:1	0.637695850398366	11.8424804703003	NA	205	314
CRC0053LMX0A02204TUMD07000V2.fit.0.05_0.1.r2:1	0.980834203639873	2.07464641995478	NA	16	206
CRC0053PRX0A01201TUMD05000V2.fit.0.05_0.1.r2:1	0.973830852772004	1.12918405612665	NA	11	213
CRC0065LMX0B02205TUMD02000V2.fit.0.05_0.1.r2:1	0.884053565946116	1.17023071570941	NA	9	481
CRC0065PRX0A01201TUMD03000V2.fit.0.05_0.1.r2:1	0.997224157471835	4.23050089522885	NA	40	394
CRC0071LMX0A02204TUMD09000V2.fit.0.05_0.1.r2:1	0.947266756906848	2.31585294512812	NA	18	266
CRC0071PRX0A01201TUMD06000V2.fit.0.05_0.1.r2:1	0.907997721196292	1.66707148770259	NA	12	241
CRC0094LMX0A02201TUMD05000V2.fit.0.05_0.1.r2:1	0.960462744067019	6.38131951119417	NA	49	370
CRC0094PRX0A01201TUMD06000V2.fit.0.05_0.1.r2:1	0.999979997079158	0.287155529284899	NA	2	203
CRC0333LMX0A02204TUMD07000V2.fit.0.05_0.1.r2:1	0.986947871914115	4.10369899522791	NA	35	373
CRC0333PRX0A01201TUMD07000V2.fit.0.05_0.1.r2:1	0.997757739137798	1.21349315108122	NA	12	313
CRC0440LMX0A02001TUMD08000V2.fit.0.05_0.1.r2:1	0.977433172971295	1.13067280439973	NA	10	369
CRC0440PRX0A01001TUMD12000V2.fit.0.05_0.1.r2:1	0.983567046450482	0.43159509202454	NA	3	57
CRC0449LMX0A01001TUMD08000V2.fit.0.05_0.1.r2:1	0.924805413030174	0.567003655981713	NA	4	198
CRC0449PRX0A01001TUMD11000V2.fit.0.05_0.1.r2:1	0.992029312476476	3.63571677216605	NA	28	274
CRC0468LMX0B02004TUMD07000V2.fit.0.05_0.1.r2:1	0.99558047224505	0.525306592003244	NA	4	237
CRC0468PRX0B01001TUMD08000V2.fit.0.05_0.1.r2:1	0.959141656554392	1.33553163576165	NA	12	272
CRC0481LMX0A02001TUMD08000V2.fit.0.05_0.1.r2:1	0.969407590757518	1.21521672860771	NA	10	186
CRC0481PRX0A01001TUMD08000V2.fit.0.05_0.1.r2:1	0.993856139364189	1.89278467485557	NA	19	192
CRC0498LMX0A02001TUMD08000V2.fit.0.05_0.1.r2:1	0.978615154005183	1.40418415833411	NA	13	296
CRC0498PRX0A01001TUMD08000V2.fit.0.05_0.1.r2:1	0.992516581893093	2.23959419443867	NA	21	301
CRC0549LMX0B02004TUMD10000V2.fit.0.05_0.1.r2:1	0.980719839207244	5.01865104459849	NA	44	313
CRC0549PRX0A02004TUMD08000V2.fit.0.05_0.1.r2:1	0.995707692931347	0.985774571812912	NA	5	82
CRC0740LMX0A02001TUMD08000V2.fit.0.05_0.1.r2:1	0.986747486480978	1.22331701816337	NA	11	241
CRC0740PRX0A02001TUMD08000V2.fit.0.05_0.1.r2:1	0.995660986084306	5.98877508880659	NA	59	394
CRC1063LMX0A01001TUMD07000V2.fit.0.05_0.1.r2:1	0.973250221278796	2.13628347299296	NA	16	427
CRC1063PRX0B02001TUMD08000V2.fit.0.05_0.1.r2:1	0.952363196897989	1.00699508874897	NA	7	266
CRC1144LMX0A01001TUMD08000V2.fit.0.05_0.1.r2:1	0.961665123116241	6.45678936203774	NA	47	322
CRC1144PRX0B02002TUMD08000V2.fit.0.05_0.1.r2:1	0.942377888190839	1.6856537617714	NA	13	302
CRC1169LMX0A02001TUMD08000V2.fit.0.05_0.1.r2:1	0.991860856579419	8.22893178324885	NA	71	720
CRC1169PRX0A01001TUMD08000V2.fit.0.05_0.1.r2:1	0.966081436031378	3.29011123966345	NA	23	585
CRC1182LMX0A01001TUMD08000V2.fit.0.05_0.1.r2:1	0.973543531851695	0.762877946731924	NA	8	273
CRC1182PRX0A01001TUMD08000V2.fit.0.05_0.1.r2:1	0.993937584054873	2.36082194658277	NA	21	310
CRC1240LMX0A01001TUMD08000V2.fit.0.05_0.1.r2:1	0.984709692593148	2.97687559845702	NA	26	442
CRC1240PRX0B01001TUMD08000V2.fit.0.05_0.1.r2:1	1	0.112765957446808	NA	1	389
CRC1251LMX0A02001TUMD08000V2.fit.0.05_0.1.r2:1	0.983174858019135	1.94935488280123	NA	12	297
CRC1251PRX0A01001TUMD08000V2.fit.0.05_0.1.r2:1	0.991554607666097	3.70162425651178	NA	31	346
CRC1331LMX0A02005TUMD03000V2.fit.0.05_0.1.r2:1	0.9937917632823	4.67043602742234	NA	48	394
CRC1331PRX0A01001TUMD05000V2.fit.0.05_0.1.r2:1	0.997524623365375	3.78869019537093	NA	31	323
CRC1387LMX0A02001TUMD03000V2.fit.0.05_0.1.r2:1	0.987747161667086	1.58046635868348	NA	14	331
CRC1387PRX0B01001TUMD05000V2.fit.0.05_0.1.r2:1	0.980009141610137	1.96894992018526	NA	18	398
CRC1473LMX0B02002TUMD03000V2.fit.0.05_0.1.r2:1	0.985200679709608	1.08199449004636	NA	11	390
CRC1473PRX0B01001TUMD03000V2.fit.0.05_0.1.r2:1	0.990195002180044	2.9691217404893	NA	28	275
CRC1486LMX0B02002TUMD03000V2.fit.0.05_0.1.r2:1	0.907927561490651	2.28815574016637	NA	17	355
CRC1486PRX0A01001TUMD03000V2.fit.0.05_0.1.r2:1	0.979925101160014	0.496347875169743	NA	3	272
CRC1599LMX0A02001TUMD03000V2.fit.0.05_0.1.r2:1	0.974858077335196	5.83127920194834	NA	45	345
CRC1599PRX0A02002TUMD03000V2.fit.0.05_0.1.r2:1	0.991115755974648	1.44240896110657	NA	15	261
CRC1624LMX0B02001TUMD03000V2.fit.0.05_0.1.r2:1	0.98140810544085	9.28175103724362	NA	70	607
CRC1624PRX0B02001TUMD03000V2.fit.0.05_0.1.r2:1	0.984469095492958	1.33495727975967	NA	12	443
CRC1673LMX0B02004TUMD03000V2.fit.0.05_0.1.r2:1	1	0.138095238095238	NA	1	38
CRC1673PRX0B02001TUMD03000V2.fit.0.05_0.1.r2:1	0.997392450810074	2.22372157726337	NA	20	482
CRC1824LMX0A02001TUMD03000V2.fit.0.05_0.1.r2:1	0.969441124769073	3.32901576162112	NA	31	467
CRC1824PRX0A02003TUMD03000V2.fit.0.05_0.1.r2:1	0.966694374805555	2.12044958482888	NA	14	476
CRC2790LMX0A02001TUMD03000V2.fit.0.05_0.1.r2:1	0.990029020287297	2.02608711202525	NA	21	323
CRC2790PRX0A02001TUMD03000V2.fit.0.05_0.1.r2:1	0.984970904329144	1.65137061043716	NA	18	314
CRC0053LMX0A02204TUMD07000V2.fit.0.05_0.15.r2:1	0.993622006689877	1.73808258902098	NA	20	206
CRC0053PRX0A01201TUMD05000V2.fit.0.05_0.15.r2:1	0.983009118365243	1.183165416407	NA	15	213
CRC0065LMX0B02205TUMD02000V2.fit.0.05_0.15.r2:1	0.809599305614838	3.62388397063539	NA	29	481
CRC0065PRX0A01201TUMD03000V2.fit.0.05_0.15.r2:1	0.997375194483906	3.89022554305872	NA	51	394
CRC0071LMX0A02204TUMD09000V2.fit.0.05_0.15.r2:1	0.986049179495641	2.17753261884969	NA	24	266
CRC0071PRX0A01201TUMD06000V2.fit.0.05_0.15.r2:1	0.961320482971761	2.06490041469435	NA	20	241
CRC0094LMX0A02201TUMD05000V2.fit.0.05_0.15.r2:1	0.986662885667135	6.25133517983948	NA	68	370
CRC0094PRX0A01201TUMD06000V2.fit.0.05_0.15.r2:1	0.799875101060185	0.834474438206056	NA	7	203
CRC0333LMX0A02204TUMD07000V2.fit.0.05_0.15.r2:1	0.994025827397197	3.58072936330268	NA	44	373
CRC0333PRX0A01201TUMD07000V2.fit.0.05_0.15.r2:1	0.989033732727223	1.53438144189987	NA	19	313
CRC0440LMX0A02001TUMD08000V2.fit.0.05_0.15.r2:1	0.939671100841394	1.65601230402609	NA	18	369
CRC0440PRX0A01001TUMD12000V2.fit.0.05_0.15.r2:1	0.962194271914346	0.377487737191098	NA	4	57
CRC0449LMX0A01001TUMD08000V2.fit.0.05_0.15.r2:1	0.912741239271252	1.16879041342319	NA	10	198
CRC0449PRX0A01001TUMD11000V2.fit.0.05_0.15.r2:1	0.996381385725388	3.60693647030573	NA	40	274
CRC0468LMX0B02004TUMD07000V2.fit.0.05_0.15.r2:1	0.989979652464646	0.563468581841114	NA	6	237
CRC0468PRX0B01001TUMD08000V2.fit.0.05_0.15.r2:1	0.95652317246968	1.90125991084686	NA	21	272
CRC0481LMX0A02001TUMD08000V2.fit.0.05_0.15.r2:1	0.947211908987399	1.74928611729465	NA	18	186
CRC0481PRX0A01001TUMD08000V2.fit.0.05_0.15.r2:1	0.985198516426514	2.62154215942146	NA	32	192
CRC0498LMX0A02001TUMD08000V2.fit.0.05_0.15.r2:1	0.98411444731568	1.56602815792283	NA	19	296
CRC0498PRX0A01001TUMD08000V2.fit.0.05_0.15.r2:1	0.987325287839079	2.87046876567183	NA	34	301
CRC0549LMX0B02004TUMD10000V2.fit.0.05_0.15.r2:1	0.962613630894409	7.46466153376243	NA	80	313
CRC0549PRX0A02004TUMD08000V2.fit.0.05_0.15.r2:1	0.957451321562279	1.29215862708884	NA	10	82
CRC0740LMX0A02001TUMD08000V2.fit.0.05_0.15.r2:1	0.963462248452654	2.05715194030804	NA	22	241
CRC0740PRX0A02001TUMD08000V2.fit.0.05_0.15.r2:1	0.981541317931272	8.03646176710938	NA	97	394
CRC1063LMX0A01001TUMD07000V2.fit.0.05_0.15.r2:1	0.976318113555754	2.54733191385052	NA	26	427
CRC1063PRX0B02001TUMD08000V2.fit.0.05_0.15.r2:1	0.959373350433107	1.54775980878558	NA	14	266
CRC1144LMX0A01001TUMD08000V2.fit.0.05_0.15.r2:1	0.980307170446155	8.38689211059233	NA	82	322
CRC1144PRX0B02002TUMD08000V2.fit.0.05_0.15.r2:1	0.91516185547936	3.17773800280253	NA	29	302
CRC1169LMX0A02001TUMD08000V2.fit.0.05_0.15.r2:1	0.959452077819312	12.9169796472051	NA	135	720
CRC1169PRX0A01001TUMD08000V2.fit.0.05_0.15.r2:1	0.902539984097475	6.97078323853007	NA	58	585
CRC1182LMX0A01001TUMD08000V2.fit.0.05_0.15.r2:1	0.823154509595375	2.81393388499896	NA	28	273
CRC1182PRX0A01001TUMD08000V2.fit.0.05_0.15.r2:1	0.992798368204012	2.7388253696684	NA	32	310
CRC1240LMX0A01001TUMD08000V2.fit.0.05_0.15.r2:1	0.931353169905311	5.29454841918355	NA	54	442
